fecha,tasa_interes_activo,ratio_morosidad_prop,ratio_liquidez_prop,d_ln_imae,d_ln_ipc,tiempo,mes,tasa_interes_activo_real,crisis_2008,crisis_2018,crisis_covid
2024-12-01,0.1116,0.015433655694656727,0.3229612579289498,0.04687472925530045,0.027971571961873377,200,12,0.08362842803812663,0,0,0
2025-01-01,0.1112,0.0157744556328625,0.3208862938972759,0.01549322937299368,0.02693371238974684,201,1,0.08426628761025315,0,0,0
2025-02-01,0.0942,0.015613155222211563,0.3263128038564649,0.00318370214792551,0.03394759113150325,202,2,0.060252408868496754,0,0,0
2025-03-01,0.0785,0.014722861116156677,0.3335671592719515,0.05791983353055219,0.02113753140302332,203,3,0.057362468596976676,0,0,0
2025-04-01,0.0894,0.015353902617299874,0.3517211249940138,0.04571043204525882,0.01713455084308179,204,4,0.07226544915691821,0,0,0
2025-05-01,0.0944,0.015221810507808731,0.3401286419072328,0.024192338493603128,0.01284142215880646,205,5,0.08155857784119354,0,0,0
2025-06-01,0.08710000000000001,0.011739985490265361,0.34466706119336926,0.06275916123749337,0.00886391621357329,206,6,0.07823608378642671,0,0,0
2025-07-01,0.08990000000000001,0.012031878580110303,0.34758356420439457,0.0582391588742448,0.00639756516367651,207,7,0.0835024348363235,0,0,0
2025-08-01,0.09210000000000002,0.012194580228640927,0.34452219896235725,0.05790693841786609,0.01392847069658742,208,8,0.07817152930341259,0,0,0
2025-09-01,0.08929999999999999,0.012559762018264546,0.334970459066928,0.07820865243123354,0.0245046543673002,209,9,0.06479534563269979,0,0,0
2025-10-01,0.095,0.011885051753285825,0.3453502285442999,0.0572294108071727,0.0262231185781987,210,10,0.0687768814218013,0,0,0
2025-11-01,0.0898,0.01249437704668223,0.3498755218112792,0.06971205041278683,0.028470310876991246,211,11,0.06132968912300876,0,0,0
2025-12-01,0.09119999999999999,0.012103368449802471,0.34784398328377253,0.04588163668383593,0.02664709608732352,212,12,0.06455290391267647,0,0,0
2026-01-01,0.08960000000000001,0.01240615718897319,0.34376724765888206,0.06646513527235065,0.02978499604573326,213,1,0.059815003954266754,0,0,0
2026-02-01,0.0956,0.012518345000620056,0.35170241402362734,0.05885866351250346,0.02817705802854142,214,2,0.06742294197145858,0,0,0
2026-03-01,0.0909,0.013364491672452006,0.34377010303388217,0.05178675878239947,0.03484061663152538,215,3,0.056059383368474616,0,0,0
2026-04-01,0.0849,0.013981545007394413,0.3411420187168331,0.00565336928725468,0.03909934120880898,216,4,0.045800658791191023,0,0,0
2026-05-01,0.08900000000000001,0.015207141743708928,0.33354195189244457,0.00937829746983531,0.03655172148386576,217,5,0.05244827851613425,0,0,0
2026-06-01,0.0928,0.01495338566898765,0.33350190925924833,0.01754334174614769,0.03905037930465394,218,6,0.053749620695346056,0,0,0
